Rk,Player,Nation,Pos,Squad,AGE,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
453,Mark McGuinness,ie IRL,DF,Luton Town,24.3260274,2001,43,41,3753,41.7,3,3,6,3,0,0,4,0,3.6,3.6,1.5,5.1,1,83,11,0.07,0.07,0.14,0.07,0.14,0.09,0.03,0.12,0.09,0.12
454,Tom McIntyre,sct SCO,DF,Portsmouth,26.49041096,1998,12,11,1019,11.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,6,22,3,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
455,Kenny McLean,sct SCO,"MF,DF",Norwich City,33.31780822,1992,34,33,2994,33.3,0,4,4,0,0,0,6,1,0.6,0.6,3.6,4.2,51,190,38,0,0.12,0.12,0,0.12,0.02,0.11,0.13,0.02,0.13
456,Sean McLoughlin,ie IRL,DF,Hull City,28.47123288,1996,37,37,3213,35.7,0,1,1,0,0,0,6,0,1.6,1.6,0.9,2.5,32,158,42,0,0.03,0.03,0,0.03,0.04,0.03,0.07,0.04,0.07
457,Paddy McNair,nir NIR,DF,West Brom,30.01917808,1995,2,2,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,Luke McNally,ie IRL,DF,Bristol City,25.61917808,1999,26,26,2322,25.8,3,1,4,3,0,0,5,0,2.5,2.5,0.8,3.3,15,70,6,0.12,0.04,0.16,0.12,0.16,0.1,0.03,0.13,0.1,0.13
459,Luke McNally,ie IRL,"DF,MF",Burnley,25.61917808,1999,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Dan McNamara,ie IRL,DF,Millwall,26.35068493,1998,13,7,683,7.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,4,34,6,0,0,0,0,0,0,0.04,0.04,0,0.04
461,Charlie McNeill,eng ENG,"MF,FW",Sheffield Weds,21.64931507,2003,4,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0.03,0,0.03,0.03,0.03
462,Jayden Meghoma,eng ENG,"DF,FW",Preston,18.84931507,2006,12,11,768,8.5,0,1,1,0,0,0,1,0,0,0,0.8,0.9,10,14,26,0,0.12,0.12,0,0.12,0.01,0.1,0.1,0.01,0.1
463,Marvin Mehlem,de GER,MF,Hull City,27.64383562,1997,16,9,902,10,0,3,3,0,0,0,2,0,1.5,1.5,1.2,2.8,6,17,41,0,0.3,0.3,0,0.3,0.15,0.12,0.28,0.15,0.28
464,Anis Mehmeti,al ALB,"FW,MF",Bristol City,24.31506849,2001,42,29,2558,28.4,12,1,13,10,2,2,3,0,10.4,8.8,3.8,12.6,100,76,207,0.42,0.04,0.46,0.35,0.39,0.37,0.13,0.5,0.31,0.44
465,Yakou Méïte,ci CIV,FW,Cardiff City,29.22465753,1996,34,11,1201,13.3,3,0,3,3,0,0,1,0,3.8,3.8,0.5,4.3,21,13,73,0.22,0,0.22,0.22,0.22,0.29,0.04,0.32,0.29,0.32
466,Hannibal Mejbri,tn TUN,"MF,FW",Burnley,22.28219178,2003,37,23,1924,21.4,1,4,5,1,0,0,8,1,2.6,2.6,3.2,5.8,46,95,121,0.05,0.19,0.23,0.05,0.23,0.12,0.15,0.27,0.12,0.27
467,Nathaniel Mendez-Laing,gt GUA,"FW,MF",Derby County,33.05205479,1992,41,26,2098,23.3,3,4,7,2,1,1,4,0,3.2,2.4,3.5,5.9,74,77,153,0.13,0.17,0.3,0.09,0.26,0.14,0.15,0.29,0.1,0.25
468,Teden Mengi,eng ENG,DF,Luton Town,23.0109589,2002,20,17,1569,17.4,1,1,2,1,0,0,3,0,0.9,0.9,0.4,1.3,10,58,3,0.06,0.06,0.11,0.06,0.11,0.05,0.02,0.07,0.05,0.07
469,Chris Mepham,wls WAL,DF,Sunderland,27.49315068,1997,38,37,3273,36.4,1,0,1,1,0,0,10,1,1.7,1.7,0.6,2.3,41,145,5,0.03,0,0.03,0.03,0.03,0.05,0.02,0.06,0.05,0.06
470,Illan Meslier,fr FRA,GK,Leeds United,25.17260274,2000,39,39,3510,39,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Liam Millar,ca CAN,"MF,FW",Hull City,25.6,1999,11,6,619,6.9,1,2,3,1,0,0,3,0,0.7,0.7,1,1.6,52,28,61,0.15,0.29,0.44,0.15,0.44,0.1,0.14,0.24,0.1,0.24
472,Stanley Mills,eng ENG,"FW,MF",Oxford United,21.52328767,2003,11,3,355,3.9,1,0,1,1,0,0,2,0,1,1,0.7,1.6,8,14,23,0.25,0,0.25,0.25,0.25,0.24,0.17,0.41,0.24,0.41
473,Yang Minhyeok,kr KOR,"FW,MF",QPR,19.04931507,2006,14,8,692,7.7,2,1,3,2,0,0,1,0,1.7,1.7,0.8,2.5,19,11,54,0.26,0.13,0.39,0.26,0.39,0.22,0.11,0.33,0.22,0.33
474,Billy Mitchell,eng ENG,MF,Millwall,25.03287671,2000,19,9,891,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,10,45,7,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04
475,Idris El Mizouni,tn TUN,MF,Oxford United,24.60273973,2000,28,12,1244,13.8,1,2,3,1,0,0,2,0,1.8,1.8,1.2,3,28,48,41,0.07,0.14,0.22,0.07,0.22,0.13,0.08,0.22,0.13,0.22
476,Ryan Mmaee,ma MAR,FW,Stoke City,27.50410959,1997,3,1,111,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
477,Jayson Molumby,ie IRL,MF,West Brom,25.74246575,1999,37,30,2702,30,4,1,5,4,0,0,11,1,3.5,3.5,1,4.6,56,164,69,0.13,0.03,0.17,0.13,0.17,0.12,0.03,0.15,0.12,0.15
478,Kristi Montgomery,sct SCO,DF,Blackburn,20.9260274,2004,3,1,137,1.5,0,0,0,0,0,0,2,1,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0
479,Elliott Moore,eng ENG,DF,Oxford United,28.13424658,1997,26,24,2057,22.9,1,2,3,1,0,0,7,0,0.4,0.4,0.7,1.2,0,18,2,0.04,0.09,0.13,0.04,0.13,0.02,0.03,0.05,0.02,0.05
480,Kieffer Moore,wls WAL,FW,Sheffield Utd,32.7369863,1992,27,18,1767,19.6,5,0,5,4,1,3,1,0,9.2,6.8,1.4,8.2,19,27,78,0.25,0,0.25,0.2,0.2,0.47,0.07,0.54,0.35,0.42
481,Simon Moore,eng ENG,GK,Sunderland,34.95890411,1990,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Andrew Moran,ie IRL,"MF,FW",Stoke City,21.55068493,2003,35,26,2357,26.2,4,3,7,4,0,0,9,0,2.3,2.3,3.3,5.7,49,110,89,0.15,0.11,0.27,0.15,0.27,0.09,0.13,0.22,0.09,0.22
483,Kieran Morgan,eng ENG,MF,QPR,19.13150685,2006,30,19,1586,17.6,1,2,3,1,0,0,5,0,0.9,0.9,1.5,2.4,12,66,41,0.06,0.11,0.17,0.06,0.17,0.05,0.08,0.14,0.05,0.14
484,Aidan Morris,us USA,MF,Middlesbrough,23.4630137,2001,35,33,2915,32.4,0,2,2,0,0,0,4,0,1.8,1.8,1.5,3.3,28,184,50,0,0.06,0.06,0,0.06,0.06,0.04,0.1,0.06,0.1
485,Carlton Morris,eng ENG,FW,Luton Town,29.38082192,1995,41,37,3123,34.7,8,2,10,6,2,2,10,0,8.4,6.8,3.6,10.4,36,78,173,0.23,0.06,0.29,0.17,0.23,0.24,0.1,0.34,0.2,0.3
486,James Morris,eng ENG,DF,Watford,23.44383562,2001,18,13,1086,12.1,0,0,0,0,0,0,3,0,0,0,0.1,0.1,2,49,5,0,0,0,0,0,0,0.01,0.01,0,0.01
487,Elijah Morrison,eng ENG,DF,Bristol City,19.12876712,2006,3,0,39,0.4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04
488,Liam Morrison,sct SCO,DF,QPR,22.0739726,2003,19,14,1302,14.5,0,0,0,0,0,0,3,0,1,1,0,1,2,24,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
489,Victor Moses,ng NGA,"DF,MF",Luton Town,34.39178082,1990,18,12,1135,12.6,1,0,1,1,0,0,0,0,0.7,0.7,0.8,1.5,30,36,43,0.08,0,0.08,0.08,0.08,0.06,0.07,0.12,0.06,0.12
490,Alex Mowatt,eng ENG,MF,West Brom,30.21917808,1995,43,39,3351,37.2,7,2,9,7,0,0,5,0,2.6,2.6,4.3,6.9,46,251,50,0.19,0.05,0.24,0.19,0.24,0.07,0.12,0.19,0.07,0.19
491,Owen Moxon,eng ENG,MF,Portsmouth,27.29315068,1998,12,2,275,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0,14,5,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09
492,Bali Mumba,eng ENG,"DF,MF",Plymouth Argyle,23.56986301,2001,43,37,3396,37.7,0,2,2,0,0,0,3,0,0.8,0.8,2,2.7,66,121,102,0,0.05,0.05,0,0.05,0.02,0.05,0.07,0.02,0.07
493,Romaine Mundle,eng ENG,"FW,MF",Sunderland,22.02739726,2003,22,17,1433,15.9,5,2,7,5,0,0,1,0,2.2,2.2,1.4,3.7,100,44,179,0.31,0.13,0.44,0.31,0.44,0.14,0.09,0.23,0.14,0.23
494,Josh Murphy,eng ENG,FW,Portsmouth,30.1890411,1995,42,40,3426,38.1,7,14,21,7,0,0,6,0,5,5,10.6,15.6,163,81,243,0.18,0.37,0.55,0.18,0.55,0.13,0.28,0.41,0.13,0.41
495,Anthony Musaba,nl NED,"FW,MF",Sheffield Weds,24.40821918,2000,29,12,1328,14.8,3,6,9,3,0,0,0,0,4.5,4.5,2.6,7.1,67,26,111,0.2,0.41,0.61,0.2,0.61,0.31,0.17,0.48,0.31,0.48
496,Elliot Myles,wls WAL,MF,Norwich City,18.28493151,2007,3,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
497,Amin Nabizada,eng ENG,MF,Watford,17.86849315,2007,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
498,Kal Naismith,sct SCO,DF,Bristol City,33.20547945,1992,6,2,286,3.2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0.01,0.01,0,0.01
499,Kal Naismith,sct SCO,"DF,MF",Luton Town,33.20547945,1992,10,5,463,5.1,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.1,1,16,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
500,Marvelous Nakamba,zw ZIM,MF,Luton Town,31.28767123,1994,21,15,1295,14.4,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,8,37,7,0,0,0,0,0,0.01,0,0.01,0.01,0.01
501,Paul Nardi,fr FRA,GK,QPR,30.96164384,1994,45,45,4050,45,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,0,2,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
502,Kyle Naughton,eng ENG,DF,Swansea City,36.46027397,1988,23,9,826,9.2,0,0,0,0,0,0,1,0,0,0,0.6,0.6,12,43,14,0,0,0,0,0,0,0.06,0.06,0,0.06
503,Camiel Neghli,nl NED,"FW,MF",Millwall,23.49041096,2001,4,2,193,2.1,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,5,7,11,0.47,0,0.47,0.47,0.47,0.36,0.06,0.42,0.36,0.42
504,Dan Neil,eng ENG,MF,Sunderland,23.3890411,2001,44,44,3877,43.1,2,3,5,2,0,0,4,1,0.8,0.8,2.1,3,49,253,51,0.05,0.07,0.12,0.05,0.12,0.02,0.05,0.07,0.02,0.07
505,Benjamin Nelson,eng ENG,DF,Oxford United,21.12876712,2004,17,16,1372,15.2,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,2,20,1,0.07,0,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03
506,Curtis Nelson,eng ENG,DF,Derby County,31.95342466,1993,27,27,2430,27,2,1,3,2,0,0,3,0,1,1,1,2,0,43,0,0.07,0.04,0.11,0.07,0.11,0.04,0.04,0.08,0.04,0.08
507,Zack Nelson,eng ENG,"MF,FW",Luton Town,20.60821918,2004,21,7,799,8.9,0,1,1,0,0,0,4,0,0.6,0.6,1.3,2,9,25,37,0,0.11,0.11,0,0.11,0.07,0.15,0.22,0.07,0.22
508,Perry Ng,eng ENG,DF,Cardiff City,29.01917808,1996,35,31,2793,31,1,1,2,1,0,0,9,0,1.6,1.6,1.8,3.4,20,143,90,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.11,0.05,0.11
509,Jeremy Ngakia,,DF,Watford,24.65479452,2000,29,23,1883,20.9,1,0,1,1,0,0,5,0,1.4,1.4,0.9,2.3,44,70,90,0.05,0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11
510,Kevin Nisbet,sct SCO,FW,Millwall,28.15616438,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
511,Lasse Nordås,no NOR,"FW,MF",Luton Town,23.22739726,2002,10,2,255,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.1,3,5,19,0,0.35,0.35,0,0.35,0.24,0.13,0.38,0.24,0.38
512,Casper de Norre,be BEL,MF,Millwall,28.23561644,1997,46,44,3606,40.1,3,4,7,3,0,0,5,0,2.2,2.2,2.7,4.9,23,187,45,0.07,0.1,0.17,0.07,0.17,0.06,0.07,0.12,0.06,0.12
513,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,26.03287671,1999,14,2,251,2.8,0,0,0,0,0,0,1,0,0,0,0.1,0.1,7,6,7,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05
514,Will Norris,eng ENG,GK,Portsmouth,31.7260274,1993,8,8,720,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Marcelino Núñez,cl CHI,MF,Norwich City,25.17534247,2000,32,27,2245,24.9,6,4,10,6,0,0,5,0,4.4,4.4,4.8,9.2,32,147,57,0.24,0.16,0.4,0.24,0.4,0.17,0.19,0.37,0.17,0.37
516,Tanatswa Nyakuhwa,wls WAL,DF,Cardiff City,19.62739726,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
517,Ryan Nyambe,na NAM,DF,Derby County,27.41369863,1997,17,14,1125,12.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,19,28,18,0,0,0,0,0,0,0.01,0.01,0,0.01
518,Lewis O'Brien,eng ENG,MF,Swansea City,26.55342466,1998,16,16,1419,15.8,1,0,1,1,0,0,2,0,1.3,1.3,1.1,2.3,29,58,45,0.06,0,0.06,0.06,0.06,0.08,0.07,0.15,0.08,0.15
519,Gatlin O'Donkor,eng ENG,FW,Oxford United,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Callum O'Dowda,ie IRL,"DF,FW",Cardiff City,30.03013699,1995,42,41,3546,39.4,2,3,5,2,0,0,7,0,1.2,1.2,4.2,5.4,111,103,155,0.05,0.08,0.13,0.05,0.13,0.03,0.11,0.14,0.03,0.14
521,Callum O'Hare,eng ENG,"MF,FW",Sheffield Utd,27.00821918,1998,44,38,3139,34.9,2,6,8,2,0,0,2,0,4.7,4.7,5.4,10.1,55,127,233,0.06,0.17,0.23,0.06,0.23,0.13,0.15,0.29,0.13,0.29
522,Max O'Leary,ie IRL,GK,Bristol City,28.56438356,1996,46,46,4140,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Mark O'Mahony,ie IRL,FW,Portsmouth,20.30136986,2005,13,5,595,6.6,3,0,3,3,0,0,1,0,1.9,1.9,0.2,2.1,2,5,20,0.45,0,0.45,0.45,0.45,0.29,0.02,0.31,0.29,0.31
524,Luke O'Nien,eng ENG,DF,Sunderland,30.44931507,1994,45,44,3934,43.7,3,1,4,3,0,1,9,0,3.3,2.5,1,3.5,45,229,26,0.07,0.02,0.09,0.07,0.09,0.08,0.02,0.1,0.06,0.08
525,Dara O'Shea,ie IRL,DF,Burnley,26.16712329,1999,2,2,180,2,1,0,1,1,0,0,0,0,0.1,0.1,0,0.2,0,1,0,0.5,0,0.5,0.5,0.5,0.06,0.02,0.08,0.06,0.08
526,Michael Obafemi,ie IRL,"FW,MF",Plymouth Argyle,24.82739726,2000,29,14,1196,13.3,2,0,2,2,0,0,0,0,2,2,1.1,3,14,13,67,0.15,0,0.15,0.15,0.15,0.15,0.08,0.23,0.15,0.23
527,Wilson Odobert,fr FRA,MF,Burnley,20.43013699,2004,1,1,89,1,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,3,3,7,1.01,0,1.01,1.01,1.01,0.58,0.21,0.79,0.58,0.79
528,Chiedozie Ogbene,ie IRL,"DF,MF",Luton Town,28.00821918,1997,3,3,246,2.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,11,6,18,0,0,0,0,0,0,0.09,0.09,0,0.09
529,Nathanael Ogbeta,eng ENG,DF,Plymouth Argyle,24.04383562,2001,17,9,626,7,1,1,2,1,0,0,1,0,0.4,0.4,0.6,1,11,12,17,0.14,0.14,0.29,0.14,0.29,0.06,0.08,0.14,0.06,0.14
530,Angelo Ogbonna,it ITA,DF,Watford,36.94794521,1988,6,5,398,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
531,Connor Ogilvie,eng ENG,DF,Portsmouth,29.21643836,1996,45,45,4028,44.8,4,1,5,4,0,0,5,0,4.4,4.4,1.8,6.3,29,147,63,0.09,0.02,0.11,0.09,0.11,0.1,0.04,0.14,0.1,0.14
532,Yuki Ohashi,jp JPN,"FW,MF",Blackburn,28.76986301,1996,36,26,2221,24.7,9,3,12,9,0,0,3,0,7.2,7.2,1,8.2,36,48,135,0.36,0.12,0.49,0.36,0.49,0.29,0.04,0.33,0.29,0.33
533,Jeppe Okkels,dk DEN,"FW,MF",Preston,25.76986301,1999,7,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0
534,Abdülkadir Ömür,tr TUR,"MF,FW",Hull City,25.85753425,1999,20,12,1064,11.8,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,24,35,65,0,0,0,0,0,0.07,0.07,0.14,0.07,0.14
535,Ryan One,sct SCO,FW,Sheffield Utd,18.85479452,2006,12,2,292,3.2,1,0,1,1,0,0,2,0,1,1,0.2,1.2,5,3,18,0.31,0,0.31,0.31,0.31,0.3,0.06,0.35,0.3,0.35
536,Ben Osborn,eng ENG,"MF,DF",Derby County,30.74520548,1994,25,18,1702,18.9,0,1,1,0,0,0,2,0,0.3,0.3,1.8,2.1,14,66,38,0,0.05,0.05,0,0.05,0.02,0.09,0.11,0.02,0.11
537,Milutin Osmajić,me MNE,FW,Preston,25.77534247,1999,34,20,1918,21.3,9,3,12,9,0,0,4,0,8.4,8.4,1,9.4,25,16,89,0.42,0.14,0.56,0.42,0.56,0.4,0.05,0.44,0.4,0.44
538,Gabriel Otegbayo,,DF,Sheffield Weds,0,,11,4,480,5.3,1,0,1,1,0,0,0,0,0.8,0.8,0,0.8,1,4,1,0.19,0,0.19,0.19,0.19,0.15,0,0.15,0.15,0.15
539,David Ozoh,eng ENG,MF,Derby County,19.9260274,2005,10,9,699,7.8,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,8,22,5,0.13,0,0.13,0.13,0.13,0.04,0,0.04,0.04,0.04
540,Kenneth Paal,sr SUR,DF,QPR,27.86027397,1997,39,34,2879,32,1,3,4,1,0,0,4,0,1.4,1.4,3.1,4.5,21,96,56,0.03,0.09,0.13,0.03,0.13,0.05,0.1,0.14,0.05,0.14
541,Marlon Pack,eng ENG,"DF,MF",Portsmouth,34.10958904,1991,41,30,2711,30.1,0,2,2,0,0,0,8,1,0.9,0.9,1.3,2.3,11,125,15,0,0.07,0.07,0,0.07,0.03,0.04,0.08,0.03,0.08
542,Alex Palmer,eng ENG,GK,West Brom,28.73150685,1996,30,30,2700,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Kasey Palmer,jm JAM,"MF,FW",Hull City,28.48219178,1996,26,11,1086,12.1,1,2,3,1,0,1,2,0,2.5,1.5,3,4.5,17,54,51,0.08,0.17,0.25,0.08,0.25,0.21,0.25,0.45,0.13,0.37
544,Kasey Palmer,jm JAM,"MF,FW",Coventry City,28.48219178,1996,3,0,54,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,2,4,1,1.67,0,1.67,1.67,1.67,0.38,0,0.38,0.38,0.38
545,Liam Palmer,sct SCO,"DF,MF",Sheffield Weds,33.62191781,1991,23,7,876,9.7,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,8,40,16,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
546,Victor Pálsson,is ISL,DF,Plymouth Argyle,34.0109589,1991,25,19,1736,19.3,0,1,1,0,0,0,3,0,0.2,0.2,1.5,1.8,7,32,8,0,0.05,0.05,0,0.05,0.01,0.08,0.09,0.01,0.09
547,Ivor Pandur,hr CRO,GK,Hull City,25.10958904,2000,44,44,3960,44,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,Samuel Parker,wls WAL,"FW,DF",Swansea City,18.82465753,2006,7,0,86,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,13,0,0,0,0,0,0.14,0,0.14,0.14,0.14
549,Callum Paterson,sct SCO,"FW,MF",Sheffield Weds,30.55616438,1994,27,14,1187,13.2,6,2,8,6,0,0,2,0,4.4,4.4,2.3,6.7,8,13,55,0.45,0.15,0.61,0.45,0.61,0.33,0.17,0.51,0.33,0.51
550,Jamie Paterson,eng ENG,"FW,MF",Coventry City,33.36986301,1991,8,0,79,0.9,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,3,3,6,1.14,0,1.14,1.14,1.14,0.15,0.34,0.5,0.15,0.5
551,Anthony Patterson,eng ENG,GK,Sunderland,24.98356164,2000,42,42,3780,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Aynsley Pears,eng ENG,GK,Blackburn,27.03013699,1998,40,40,3600,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Ben Pearson,eng ENG,MF,Stoke City,30.32876712,1995,13,8,570,6.3,0,0,0,0,0,0,5,0,0,0,0.3,0.3,3,29,0,0,0,0,0,0,0.01,0.05,0.05,0.01,0.05
554,Myles Peart-Harris,eng ENG,"FW,MF",Swansea City,22.62465753,2002,29,18,1665,18.5,3,4,7,3,0,0,6,0,3.1,3.1,2.4,5.5,47,42,135,0.16,0.22,0.38,0.16,0.38,0.17,0.13,0.3,0.17,0.3
555,Sydie Peck,eng ENG,MF,Sheffield Utd,20.63835616,2004,42,32,2927,32.5,0,2,2,0,0,0,6,0,2.1,2.1,2.7,4.7,33,187,60,0,0.06,0.06,0,0.06,0.06,0.08,0.15,0.06,0.15
556,João Pedro,it ITA,FW,Hull City,33.15342466,1992,35,25,2145,23.8,6,2,8,6,0,0,4,1,5,5,2.9,7.9,14,14,53,0.25,0.08,0.34,0.25,0.34,0.21,0.12,0.33,0.21,0.33
557,Ashley Phillips,wls WAL,DF,Stoke City,19.77260274,2005,35,35,3077,34.2,0,0,0,0,0,0,6,0,1,1,0.6,1.6,7,40,5,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
558,Joshua Phillips,eng ENG,DF,Luton Town,19.71232877,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Matt Phillips,sct SCO,"FW,MF",Oxford United,34.14246575,1991,28,10,955,10.6,0,2,2,0,0,0,2,0,1,1,1.3,2.3,25,16,46,0,0.19,0.19,0,0.19,0.09,0.13,0.22,0.09,0.22
560,Nathaniel Phillips,eng ENG,DF,Derby County,28.12054795,1997,32,24,2236,24.8,1,3,4,1,0,0,5,0,1.9,1.9,1,2.9,3,48,9,0.04,0.12,0.16,0.04,0.16,0.08,0.04,0.12,0.08,0.12
561,Harry Pickering,eng ENG,DF,Blackburn,26.34520548,1998,15,12,1039,11.5,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.5,8,40,20,0,0.09,0.09,0,0.09,0.03,0.11,0.13,0.03,0.13
562,Erik Pieters,nl NED,DF,Derby County,36.73972603,1988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Joël Piroe,nl NED,FW,Leeds United,25.75342466,1999,46,36,3080,34.2,19,7,26,18,1,1,2,0,16.9,16.2,4.5,20.6,30,89,166,0.56,0.2,0.76,0.53,0.73,0.49,0.13,0.63,0.47,0.6
564,Julio Pleguezuelo,es ESP,DF,Plymouth Argyle,28.26849315,1997,24,23,1964,21.8,1,0,1,1,0,0,8,0,0.5,0.5,0.6,1.2,3,44,0,0.05,0,0.05,0.05,0.05,0.02,0.03,0.05,0.02,0.05
565,Matthew Pollock,eng ENG,DF,Watford,23.59726027,2001,45,42,3815,42.4,2,4,6,2,0,0,7,0,2.7,2.7,1.5,4.2,25,160,17,0.05,0.09,0.14,0.05,0.14,0.06,0.04,0.1,0.06,0.1
566,Regan Poole,wls WAL,DF,Portsmouth,26.87671233,1998,27,23,2144,23.8,1,0,1,1,0,0,5,0,1,1,0,1.1,3,46,6,0.04,0,0.04,0.04,0.04,0.04,0,0.05,0.04,0.05
567,Ryan Porteous,sct SCO,DF,Preston,26.10958904,1999,11,9,823,9.1,1,0,1,1,0,0,2,0,1.3,1.3,0.6,1.9,3,22,6,0.11,0,0.11,0.11,0.11,0.14,0.07,0.21,0.14,0.21
568,Ryan Porteous,sct SCO,DF,Watford,26.10958904,1999,22,18,1662,18.5,2,0,2,2,0,0,7,0,1.5,1.5,0.2,1.7,10,52,10,0.11,0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09
569,Brad Potts,eng ENG,"DF,MF",Preston,30.83561644,1994,29,22,2056,22.8,4,2,6,4,0,0,4,0,3.1,3.1,3.1,6.2,42,74,133,0.18,0.09,0.26,0.18,0.26,0.13,0.14,0.27,0.13,0.27
570,Freddie Potts,eng ENG,MF,Portsmouth,21.64109589,2003,37,35,3057,34,1,4,5,1,0,0,7,0,1.4,1.4,3.4,4.8,21,143,35,0.03,0.12,0.15,0.03,0.15,0.04,0.1,0.14,0.04,0.14
571,Ian Poveda,eng ENG,"FW,MF",Sunderland,25.23013699,2000,6,0,86,1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,5,4,15,0,0,0,0,0,0.06,0.17,0.23,0.06,0.23
